51601,52913,900000000
51601,29979,2189427
59019,4441,5000000000
59019,2885,1010720204
59019,23002,1888685
55200,60224,121092896
55200,8263,80000000
40807,1217,6882697
40807,31389,56862099067
21001,47141,1000000000
21001,34950,1383221190
21001,36969,2989427
50453,16564,75000000
8332,48648,100000000
8332,8332,144357751
8497,52395,1000000000
8497,6903,1875226
38998,35982,1337565
38998,38998,184654209
57977,17958,200000000
57977,42648,789663463
57977,29114,3239466
10992,22818,505000000
38975,43173,379456500
38975,25987,192402967
32945,38998,3237936
32945,32945,9617298
38998,33149,5460
38998,38998,894540
38998,8155,25000
38998,38998,4875000
38998,60304,5460
38998,38998,894540
7844,8155,5460
7844,38998,894540
38998,51079,5460
38998,38998,894540
38998,51079,5460
38998,38998,894540
38998,31222,5460
38998,38998,894540
38998,1031,10000
38998,38998,1890000
38998,32945,16189
38998,38998,3121747
13033,1296,5000000
13033,46347,200000
13033,21202,200000
13033,13033,4500000
38998,39246,19570000
38998,38998,67213943
38998,56805,2204232
38998,38998,91436387
38998,25578,1337565
38998,38998,73131686
38998,51079,1337565
38998,38998,54954355
38998,50860,1147198
38998,38998,167466749
38998,31222,5617774
38998,38998,87082996
38998,48311,23594652
38998,38998,613222245
38998,36252,1337565
38998,38998,229380507
38998,35982,1337565
38998,38998,65571780
38998,8155,20013480
38998,38998,449139556
38998,31222,5617774
38998,38998,187246753
38998,25578,1337565
38998,38998,52221633
38998,16478,1337565
38998,38998,65405601
38998,35982,1337565
38998,38998,298820886
38998,56579,1957000
38998,38998,51726427
38998,37395,1337565
38998,38998,53198327
38998,55134,1337565
38998,38998,88863616
38998,51079,1337565
38998,38998,151367711
38998,46956,1337565
38998,38998,52196852
38998,51079,1337565
38998,38998,57708568
38998,35982,1337565
38998,38998,56512118
38998,60482,1337565
38998,38998,55663588
9541,23797,1259292
52157,52157,136946400
52157,52157,3174100
23797,23797,101074066
23797,1306,12500000
3653,38998,4000000
3653,16402,16550000
38998,3653,20000
38998,38998,3880000
34092,42948,1210000
34092,40729,10000000
24265,17239,1157403
24265,22092,3944860
31055,44145,440000
31055,28193,2272355
11937,29092,158905000
11937,52157,8887600
17421,1217,351791000
17421,46134,148159000
31970,38035,4145099
31970,31970,711037
46408,19535,23000000
46408,57624,358053686
14297,12138,5179590
14297,54629,6919765
15033,5608,3959436
15033,38998,10000000
38998,15033,50000
38998,38998,9850000
18061,24955,8766867
18061,59330,728056
41140,20358,1187760
41140,38998,1000000
38998,41140,5460
38998,38998,894540
48881,52157,1521100
48881,52157,28200
32793,38998,1000000
32793,1381,1096509
38998,32793,5460
38998,38998,894540
14182,38998,5000000
14182,14152,26302613
38998,14182,25000
38998,38998,4875000
42735,23677,8362139
42735,23827,9900000
31389,59847,12954437
31389,3830,56849094630
3830,22092,7665400
3830,49734,56841379230
49734,53860,56683729230
49734,53906,157600000
53860,1718,55492559230
53860,55938,1191120000
26585,14936,100000
26585,57822,458438409
33402,23676,18950000
33402,13057,1000000
53782,37282,33037800
53782,53782,72172200
35400,498,5920000
35400,35400,6742000
4087,49548,4000000
4087,36783,23406242
17836,38998,5000000
17836,27773,57850000
38998,17836,9785000
38998,38998,46457466
34155,21622,1637826
34155,38998,5000000
38998,34155,25000
38998,38998,4875000
36460,38998,1680000
36460,36460,270000
12116,18675,1300000
12116,12116,12750000
38998,33149,1957000
38998,38998,3877200
38998,30305,2675130
38998,38998,37270826
38998,39246,13375653
38998,38998,7822507
38998,31222,5460
38998,38998,38826690
38998,55497,10019240
38998,38998,25421815
38998,44687,5617774
38998,38998,20051306
38998,39246,10710522
38998,38998,14371578
38998,55437,21000
38998,38998,10784280
36405,37799,1605226
36405,38998,90000000
14194,30377,2338789
14194,38998,60000000
38998,14194,300000
38998,38998,59600000
53999,33898,1189227
53999,53999,663137
53999,33898,1589044
53999,53999,875496
53999,33898,1589044
53999,53999,265036
53999,33898,1900635
53999,53999,733905
53999,33898,1900635
53999,53999,325565
26990,47006,800000000
26990,3155,1938685
14052,55154,1000000000
14052,39294,3239466
29630,24689,1000000000
29630,17432,2339464
19403,59445,1000000000
19403,33009,2173060
30854,6460,1000000000
30854,38744,1073556
7104,22593,577000000
7104,307,2389424
8065,4982,550000000
8065,24764,2038637
37882,17764,525004200
37882,22006,2088675
13592,31515,334000000
13592,22748,2138685
31186,3452,524996667
31186,58778,3239427
39447,40613,500000000
39447,54863,2088675
19328,3670,150000000
19328,50138,1938637
59661,54169,112000000
59661,47141,2088645
32076,14312,62487000
32076,59418,2089466
33236,38998,7170000
33236,33236,7718690
38998,33236,14031690
38998,38998,451429877
2186,38998,4946541
2186,5957,152650
32381,18938,46720000
32381,53005,2639466
28887,58158,141800000
28887,32524,2039466
8051,5021,300000000
8051,51693,2039427
40879,10631,10000000000
40879,40156,2039456
26735,13219,2100000000
26735,11421,2088645
41305,52180,40643000
41305,9592,9807000
54929,40692,1000000000
54929,57962,2289465
36902,35305,615000000
36902,45896,2039466
34931,52942,500000000
34931,17734,3089466
33236,38998,3480000
33236,33236,6405880
38998,33236,6810360
38998,38998,609282692
2830,21571,1000000000
2830,41269,2689464
33701,50176,1000000000
33701,48473,2039466
15344,20150,850000000
15344,14009,3089466
12976,14300,323590000
12976,56057,1988675
17163,35860,225000000
17163,6734,667912
12705,5896,110000000
12705,26748,2089427
17291,33875,100000000
17291,43470,2089466
35669,45151,1000000000
35669,55122,3189466
27976,6490,1000000000
27976,50603,2039466
7390,22643,160000000
7390,7739,1127301
48520,55200,80000000
48520,48520,7876000
17958,42334,200000000
17958,26161,3239427
38766,24045,63000000
38766,18648,337000000
38766,4188,2039466
24045,54239,63000000
24045,10857,2439427
49610,56201,200000000
49610,13978,125000001
49610,9316,2689464
56201,31820,200000000
56201,2213,2539466
54859,49968,114000000
54859,16740,542000000
54859,21950,2439424
37685,22355,400000000
37685,11805,1141000000
37685,28057,1231310
25732,8947,10000000
25732,93,557042084
25732,30947,1985550
8947,55200,10000000
8947,17030,2085512
57533,54953,250000000
57533,41629,1400043954
57533,54670,2589464
33725,42035,22000000
33725,40667,278000000
33725,46920,2039466
42035,31165,22000000
42035,29983,1427301
12632,46510,130000000
12632,15161,323221478
12632,5841,2088645
46510,43882,130000000
46510,43601,2589464
20174,54261,250000000
20174,27168,77000000
20174,28208,1664613
20972,27377,115000000
20972,53376,164000000
20972,49968,1789456
55757,44145,5000000
55757,16147,17490000
55757,29216,2385520
47388,43450,300000000
47388,35962,1616491596
47388,31478,1589466
53032,35839,51000000
53032,16557,449000000
53032,20203,2639466
35839,23303,51000000
35839,40109,2539427
54198,41269,109000000
54198,19546,1240549082
54198,6602,2339465
37903,46920,1000000000
37903,49551,228000000
37903,12782,3189466
25922,49005,8000000
25922,59638,192000000
25922,1334,2389427
49005,23797,8000000
49005,54953,2589466
12138,20876,5000000
12138,56654,179590
12138,6755,2439464
44252,14674,97885000
44252,57760,102115000
44252,43450,1939427
14674,3268,97885000
14674,51549,2289466
5330,53005,1000000000
5330,38443,33100000
5330,42665,1938685
52157,52157,15850000
52157,52157,1033400
29751,23797,127950000
29751,29751,17895533
51452,57103,1086004
51452,6755,10000000
52157,52157,1585000
52157,52157,1435000
42253,20460,3864800
42253,42253,1664278
11445,33898,11975545
11445,11445,5254304
11445,33898,13538866
11445,11445,5943735
11445,33898,5842517
11445,11445,2476312
11445,33898,10572565
11445,11445,3805742
53999,33898,1589044
53999,53999,31572
53999,33898,3953515
53999,53999,2965565
53999,33898,1189227
53999,53999,82343
41915,49518,1344276
41915,12250,335530000
23797,23797,1004819
23797,8494,13234000
24688,19231,83679300
24688,11805,2384493
31007,57313,685000000
31007,40618,2964650
40624,38998,1000000
40624,41357,2391594
53343,51873,100000000
53343,45923,3239466
35550,34266,24120000
35550,6442,2439464
10637,38998,4486060
10637,36599,463940
38998,10637,5540554
38998,38998,86042054
59889,1537,108610000
59889,9382,302702958
59889,18221,2088645
33084,10857,400000000
33084,20697,298000000
33084,43391,2135550
47843,17432,103500000
47843,6028,1496400000
47843,31145,2088685
45593,39067,90000000
45593,16700,273725324
45593,36546,2639464
39067,655,90000000
39067,935,2739464
39712,28691,163550000
39712,5448,433957731
39712,49626,1988685
36258,32524,123000000
36258,3555,357000000
36258,26001,2089466
48794,6212,112324663
48794,17210,1939466
40802,58061,1000349
40802,18221,54970000
53846,59714,1000000000
53846,57686,601998600
53846,28438,2814650
16212,43470,4000000000
16212,48366,339199749
16212,54901,2038685
20474,20203,100000000
20474,136,1020466
33236,38998,3480000
33236,33236,8436740
38998,33236,17400
38998,38998,3362600
59776,46134,7571172
59776,43762,2300000000
27538,4630,220000000
27538,37122,996243824
27538,40878,1538685
15094,1334,1000000000
15094,57681,65500000
15094,35068,2039466
2762,11399,1000000000
2762,43705,215868679
2762,28876,2038685
30368,55402,3599643
5484,38998,20000000
38998,5484,100000
38998,38998,19800000
20415,31386,21300000
60184,4319,60280827
44497,60247,1007655
44497,39900,74930800
20000,40897,1306772324
20000,53977,1688685
20474,20203,100000000
20474,24695,1004335
33898,26599,1920000
33898,33898,12907739
33898,25676,1000000
33898,33898,11953548
33898,42253,1190000
33898,33898,12779142
33898,42253,1940000
33898,33898,2028334
33898,11445,4300000
33898,33898,9815291
33898,11445,2400000
33898,33898,9376907
33898,11445,5370000
33898,33898,8322506
33898,25676,1000000
33898,33898,12013975
33898,53999,1100000
33898,33898,11743123
33898,53999,1100000
33898,33898,11504705
33898,53999,1100000
33898,33898,11485316
33898,51538,1700000
33898,33898,10300791
33898,11445,7690000
33898,33898,4284630
33898,51538,1700000
33898,33898,10127918
33898,11445,4300000
33898,33898,9905954
33898,11445,1090000
33898,33898,4178648
33898,43171,1400000
33898,33898,3297988
33898,43171,1400000
33898,33898,3160021
33898,53999,1000000
33898,33898,3210895
33898,42253,1940000
33898,33898,2212278
33898,53999,1290000
33898,33898,1701065
33898,11445,1000000
33898,33898,1123980
33898,51538,1000000
33898,33898,147560
33898,11445,1000000
33898,33898,86772
33898,51538,1000000
33898,33898,12969142
33898,25676,1700000
33898,33898,243596
33898,11445,7690000
33898,33898,4487103
33898,11445,2400000
33898,33898,9483080
33898,25676,1810000
33898,33898,12214209
33898,11445,5370000
33898,33898,8437337
33898,25676,1810000
33898,33898,11907079
33898,25676,1810000
33898,33898,11750186
33898,51538,1830000
33898,33898,11705017
33898,25676,1000000
33898,33898,12327338
33898,25676,1810000
33898,33898,11510584
33898,53999,1800000
33898,33898,9461420
33898,53999,1600000
33898,33898,11122984
33898,53999,1500000
33898,33898,11092374
33898,53999,1600000
33898,33898,10589611
33898,42253,1190000
33898,33898,13424697
33898,25676,1100000
33898,33898,10607821
33898,42253,1190000
33898,33898,12866338
33898,43171,1400000
33898,33898,3362923
33898,51538,1000000
33898,33898,3203420
33898,11445,1500000
33898,33898,2442855
33898,53999,1290000
33898,33898,2477801
33898,53999,1290000
33898,33898,1851718
33898,53999,1290000
33898,33898,1621031
33898,51538,1000000
33898,33898,1941384
33898,53999,1500000
33898,33898,786433
33898,25676,1500000
33898,33898,662901
33898,25676,1500000
33898,33898,662901
33898,25676,1700000
33898,33898,462901
33898,11445,1000000
33898,33898,1123980
33898,11445,1000000
33898,33898,86772
33898,51538,1000000
33898,33898,12969142
33898,25676,1810000
33898,33898,133596
33898,51538,1830000
33898,33898,11558820
33898,25676,1390000
33898,33898,10559951
33898,53999,1000000
33898,33898,10475400
33898,51538,1000000
33898,33898,10862365
33898,11445,1090000
33898,33898,4336757
33898,43171,1400000
33898,33898,3022011
33898,43171,1400000
33898,33898,2990498
33898,42253,1940000
33898,33898,2304451
33898,25676,1900000
33898,33898,1145071
33898,53999,1810000
33898,33898,992654
33898,53999,1810000
33898,33898,974756
33898,25676,1810000
33898,33898,341202
33898,11445,1900000
33898,33898,251202
33898,42253,1400000
33898,33898,154526
58649,37404,1299940
40729,19358,9990000
20113,13835,12716000
20113,51038,2633257000
44933,28171,30000
14852,23797,5329835
14852,10621,26093165
27247,31353,995000
27247,25948,4759208
31353,23797,985000
59297,38998,1000000
59297,51079,4607774
4486,18247,13154787
4486,38998,1000000
28435,12250,55063
28435,28435,21260508
55676,35730,7804000
55676,54593,2000000
9746,51079,3597774
9746,38998,1000000
44205,1758,3597774
44205,38998,1000000
50223,21560,1904652
50223,38998,1000000
492,12684,1054067
492,54593,155500
8980,54593,300000
8980,8980,24620
57898,57746,1036000
57898,35705,162950000
47495,11049,2781486
47495,47495,75576004
20997,38825,1591909304
20997,15163,55014336
52710,18397,4658380
52710,37961,76284000
2484,55200,1600000
2484,2484,8390000
47260,33218,4888000
47260,59143,935102000
30650,47739,32750071
30650,5769,28784462
47739,52553,32740071
47373,31132,5388629
47373,47373,39434
2506,41227,150000000
2506,2506,499860000
762,44946,12834000
762,24907,62146000
50623,42335,1037950
50623,4765,48242050
56805,38998,1100000
56805,56805,2892516
6982,9557,19995809
6982,807,27430000
20460,42253,1000000
20460,20460,2707000
57951,54593,4900000
57951,51278,1242929
52766,43822,33789740
52766,9267,100000000
34669,9557,6000000
34669,14307,10706198
27200,51528,4607774
27200,38998,1000000
12582,38998,2000000
12582,12582,6840060
25389,51745,53768
25389,9288,488627
47034,38998,1000000
47034,16478,1310260
25501,60482,1052904
25501,38998,1000000
1048,12684,1345859
1048,54593,200000
3159,53428,1000000
3159,3159,140000
32648,12401,564760
32648,26842,489000
51038,36593,2625911000
51038,17329,7336000
36593,49120,4888000
36593,36565,2621013000
37295,38998,2000000
37295,50302,4808000
29025,1217,53935000
29025,18397,1050000
56805,38998,1200000
56805,56805,5001928
41966,9789,900000
41966,20935,1066356
48058,49499,69059590
48058,25508,4640000
25115,38998,1000000
25115,51528,4607774
59146,54593,300000
59146,12684,2728833
59143,7011,925805000
59143,23387,9287000
7011,49315,35194000
7011,8412,890601000
8412,58985,2933000
8412,33344,887658000
54593,55676,5500
54593,54593,1983500
54593,1048,5500
54593,54593,183500
54593,54593,283500
54593,8980,5500
53999,33898,5460
53999,53999,1784539
298,38998,1000000
298,298,34152602
33632,15413,34000000
33632,33632,24460000
49441,48093,10921203
49441,49441,2950797
51752,38998,1000000
51752,51752,73300406
51752,38998,1000000
51752,51752,61074450
27920,38998,1000000
27920,27920,9859121
51752,38998,1000000
51752,51752,20040516
47797,48009,23480587
47797,47797,97524
51752,38998,1000000
51752,51752,1665130
6696,33898,5460
6696,51538,1884540
6696,33898,5460
6696,51538,1884540
26599,33898,5460
26599,53999,1684540
51538,33898,5460
51538,51538,1334540
25676,33898,5460
25676,25676,1114540
25676,33898,5460
25676,25676,1114540
26599,33898,5460
26599,53999,984540
53999,33898,5460
53999,53999,1784539
40358,57547,36150149
40358,40358,735736787
5849,30777,101464972
5849,5849,173245028
51752,38998,1000000
51752,51752,67018528
51752,38998,1000000
51752,51752,38006960
51752,38998,1000000
51752,51752,28536155
51752,38998,1000000
51752,51752,27526155
44345,26416,72700000
44345,33542,109307328
3298,22256,11177854
3298,3298,63785367
3553,9492,42926745
3553,3553,1173255
41559,40392,6002400
41559,41559,6903152
56413,40497,8730765
56413,56413,5436235
11445,33898,20000
11445,11445,5970000
11445,33898,16500
11445,11445,5273500
53999,33898,5460
53999,53999,1664540
53999,33898,5460
53999,53999,1664540
25676,33898,5460
25676,25676,1114540
53999,33898,5460
53999,53999,1064540
46130,33898,5460
46130,51538,984540
46130,33898,5460
46130,51538,984540
26599,33898,5460
26599,53999,984540
26599,33898,5460
26599,53999,984540
53999,33898,5460
53999,53999,984540
51752,38998,1000000
51752,51752,26516155
11445,33898,5460
11445,11445,1784539
1031,38998,4000000
1031,1031,6670522
46175,9636,163000000
46175,46175,325242944
46175,18408,9300000
46175,46175,315932944
46175,41747,12300000
46175,46175,5745592
51752,38998,1000000
51752,51752,1676399
45934,40568,1000000
45934,45934,66806370
21039,43146,20000
21039,21039,1028622
11445,33898,5460
11445,11445,1684540
25676,33898,5460
25676,25676,1534540
6696,33898,5460
6696,51538,1084540
26599,33898,5460
26599,53999,984540
26599,33898,5460
26599,53999,984540
46130,33898,5460
46130,51538,984540
14210,38998,2500000
14210,23406,543210
14210,14210,149350
10068,35696,52000
34094,38998,2000000
34094,38998,2000000
34094,38998,2000000
34094,34094,55769988
41789,1615,580000000
41789,20891,199000000
41789,53999,1000000
41789,43581,810280378
49265,47797,2276667
49265,16978,290000000
49265,10846,193000
49265,30092,1633060333
12024,38998,11100000
12024,38998,5550000
12024,38998,1230000
12024,12024,1223800
13486,40689,3000000
13486,23449,3000000
13486,32225,30000000
13486,13486,13990000
6430,28193,1000000
6430,26451,230000000
6430,60333,87430000
6430,1217,13274958
33898,53999,1500000
33898,33898,1760333
33898,51538,1200000
33898,33898,1280549
33898,11445,7390000
33898,33898,6968479
33898,11445,8080000
33898,33898,3915258
33898,25676,1500000
33898,33898,684204
33898,11445,1200000
33898,33898,961820
33898,26599,1180000
33898,33898,2960064
33898,11445,1090000
33898,33898,10517429
33898,11445,7330000
33898,33898,4184034
33898,26599,1000000
33898,33898,3280903
33898,51538,1000000
33898,33898,10233195
33898,53999,1000000
33898,33898,3309023
33898,25676,1390000
33898,33898,1437550
33898,25676,1300000
33898,33898,1627205
10852,20285,2320260
10852,38998,1000000
35058,38998,1000000
35058,11599,2320260
58594,19660,17271000
58594,24559,100000000
1115,19725,530521000
1115,1115,30273166
60483,28585,1160328
60483,46133,28448000
34483,55598,4276694
34483,38501,320000000
20125,13829,2457000
20125,28153,8760000
2484,55200,6400000
2484,2484,3149833
28263,46956,1052904
28263,38998,4200000
26904,38998,1000000
26904,31222,1795390
49290,54593,155500
49290,12684,1956571
56805,38998,1200000
56805,56805,2356705
35542,52009,389950000
35542,32500,1010901
59128,25787,7657368
59128,42283,171280000
33228,40855,1263940
33228,12405,100480000
51849,23980,9000000
51849,51849,432329
39703,10068,2442000
39703,21252,61912774
27329,13829,4947000
27329,52733,36028946
49548,29751,4000000
49548,50435,9590000
26451,13829,230000000
26451,35588,3640000
38035,10068,4145099
38035,13146,2749373
32708,56720,1665130
32708,38998,1000000
23026,38998,1000000
23026,1758,1665130
1637,51079,1665130
1637,38998,1000000
53082,5034,1000000
53082,45954,1050532
8678,38998,4200000
8678,37395,1025599
16773,38998,1000000
16773,21560,2320260
9370,38998,1000000
9370,56720,1665812
19984,38998,1000000
19984,51079,1538034
8991,12684,1005714
8991,54593,3100000
7768,54593,2000000
7768,12684,1006833
38526,38998,2873613
38526,38526,438070
17657,38998,2000000
17657,26532,1596181
55301,51079,1665130
55301,38998,1000000
36499,38998,1000000
36499,51079,1563104
6629,31455,23230256
6629,6629,28829695
56469,55437,1992695
56469,38998,1000000
54593,8991,4859100
54593,54593,347400
54593,7768,3919000
54593,54593,253500
54593,492,233291
54593,54593,99543
37202,34948,18690000
30154,26983,7644842
30154,30154,322289
54515,19027,22388467
54515,54515,404567
36192,24438,7098782
36192,36192,288650
56579,38998,1000000
56579,56579,2242377
48689,56372,54950000
48689,48689,161488
12235,38998,2400000
12235,12235,64511
20876,19409,2499900000
20876,20876,1007143
17632,33138,39925
17632,47897,2000000
36002,27674,79000000
36002,35902,27226
51163,26035,2104555
51163,36192,9541549
23995,38998,1000000
23995,24969,1002563
12582,38998,2000000
12582,12582,4854060
12582,38998,2000000
12582,12582,2844060
12582,38998,2834060
54950,26567,289950000
54950,25787,1594194
33906,34726,344066
15413,47005,34000000
15413,15413,35473
34677,57550,100000000
34677,34677,3934256
51010,47770,2713409
51010,51010,4125538
33898,51538,1000000
33898,33898,11200689
24531,42068,1024181
24531,52964,500000000
56805,38998,5000000
56805,56805,4337593
56805,38998,1100000
56805,56805,120208
26963,55134,1140260
26963,38998,4200000
7933,38998,4200000
7933,36252,1170819
31183,6849,2728364072
31183,31183,136142775
23125,38998,10000000
23125,23125,5074680
17178,33411,21842407
17178,17178,467141
13040,32292,88000000
13040,13040,406833
28547,45917,12064000
44687,38998,17640000
44687,21560,1004612
8155,42584,50000000
8155,8155,432861
8155,58497,50000000
8155,8155,422861
28631,57621,658441758
17721,59776,1000000000
17721,17721,99983051
24974,9309,100000000
24974,24974,300000000
57246,14833,60300000
57246,48724,13515487
18751,33152,99950000
38737,427,3529411000
38737,38737,124251939
46821,34376,10000000
46821,46821,5040000
45957,46656,297550000
4244,14525,1000888
4244,3046,1000000000
12179,57047,10000000
12179,34612,97960000
46755,50782,7785765594
46755,20158,100046998
3688,30274,2000000000
3688,3688,1000062
56617,38998,1000000
56617,38998,1000000
56617,38998,1000000
56617,38998,1000000
56617,56617,3940000
31666,50638,26120000
31666,19867,17346808751
31666,52623,39000000
31666,18164,1283221249
31666,48442,131000000
31666,53,160000000
39808,40964,8188126627
39808,49849,213527016
14051,42431,1130000000
14051,5310,6870000000
18497,7841,33000000
18497,18497,103582
10740,3571,5000000
10740,10740,72640000
19990,48358,22210000
19990,43004,227798182
48436,34499,91911001
48436,46797,1088999
27159,23633,50000000
27159,27159,49000000
12712,29718,221400000
12712,38321,3824600000
6129,10425,12569143
6129,2211,10684796
6129,26671,87752359
6129,9633,21180924
6129,17050,60950548
6129,11889,20654964
6129,44510,101439807
6129,23797,20577303
6129,6339,20681391
6129,34116,29233597
6129,15378,100567647
6129,27845,25457372
6129,21054,12230074
6129,58982,103040203
6129,56691,111547295
6129,28121,25048142
6129,8846,23851214
6129,29718,11938426
6129,7509,11939488
6129,23936,105452267
6129,47145,12386676
6129,1770,10951435
6129,15749,13180185
6129,14671,70385635
6129,59496,275545386
6129,32653,26309358
6129,23797,50176410
6129,38952,104817247
6129,22446,12677370
6129,44993,101480444
6129,52488,11477618
6129,54404,11884125
6129,17989,10716949
6129,4353,42530184
6129,2543,104391469
6129,20523,11180035
6129,11223,728042098
6129,6913,143863155
6129,26069,54976033
6129,37949,15092420
6129,51299,507491351
6129,43369,13011766
6129,43388,22350414
6129,17343,51338699
6129,2967,50254752
6129,4622,11492544
6129,55650,55234413
6129,43474,51273587
6129,15245,567024995
6129,32915,10739461
6129,14918,14202811
6129,50020,24980685
6129,2048,20666171
6129,8915,22936301
6129,14463,14711333
6129,58337,40288419
6129,24234,15851455
6129,5274,106936943
6129,15453,111119136
6129,57578,10914705
6129,12205,13013668
6129,52035,40843132
6129,9837,10163004
6129,58849,65853219
6129,15548,25595133
6129,25114,27982129
6129,59830,54211443
6129,4589,24062376
6129,45873,12127371
6129,13606,10782080
6129,26718,51939388
6129,1744,226385380
6129,55453,10198772
6129,29681,15580491
6129,23442,325077430
6129,19,125056164
6129,46663,10256860
6129,53895,15940251
6129,9963,15014541
6129,32570,104632284
6129,30691,14127752
6129,11579,25769498
6129,29378,150795377
6129,57604,12191327
6129,14774,102605699
6129,34113,94176380
6129,58165,10145584
6129,45088,12089424
6129,33351,25208531
6129,40145,100647508
6129,8642,14208991
6129,48251,11272604
6129,13606,10234723
6129,3538,11491884
6129,42018,15715761
6129,17838,10285383
6129,57524,32555912
6129,27494,11244489
6129,12025,11237321
6129,41400,210583086
6129,36396,51191946
6129,1684,23353230
6129,25694,547051997
6129,17652,50134443
6129,20323,10417666
6129,36004,13816803
6129,39627,16037099
6129,39502,11658492
6129,35402,11743340
6129,28462,70055574
6129,7175,10533656
6129,26755,25288618
6129,287,11535322
6129,2535,31656699
6129,27762,12166572
6129,3165,10707454
6129,58020,20703102
6129,41745,10805851
6129,4596,10746984
6129,31749,21999985
6129,29809,55916775
38998,15983,34528
38998,38998,6771100
38998,44687,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,59938,5460
38998,38998,894540
38998,59927,5460
38998,38998,894540
38998,54915,50000
38998,38998,9850000
38998,12582,15000
38998,38998,2885000
38998,12582,10000
38998,38998,1890000
38998,4739,5460
38998,38998,894540
38998,35506,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,12582,10000
38998,38998,1890000
38998,4739,5460
38998,38998,894540
38998,31222,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,35506,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,12582,5950
38998,38998,1084050
38998,59938,5460
38998,38998,894540
38998,59938,5460
38998,38998,894540
38998,23891,5460
38998,38998,894540
38998,5441,29750
38998,38998,5820250
38998,27515,10000
38998,38998,1890000
38998,5995,5460
38998,38998,894540
38998,35506,5460
38998,38998,894540
38998,26625,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,35506,5460
38998,38998,894540
38998,27515,5460
38998,38998,894540
38998,4739,5460
38998,38998,894540
38998,35506,1071052
38998,38998,583875143
38998,35506,1337565
38998,38998,50440007
38998,31222,1337565
38998,38998,79189784
38998,35506,1337565
38998,38998,94569547
38998,27515,2003848
38998,38998,108714974
38998,44687,1337565
38998,38998,156638549
38998,44687,1337565
38998,38998,93069750
38998,15644,42647090
38998,38998,22145680
38998,35506,2670130
38998,38998,48628995
38998,35506,1337565
38998,38998,50117030
38998,35506,1071052
38998,38998,50319539
38998,44687,1337565
38998,38998,55436156
38998,27515,3213156
38998,38998,53666502
38998,31222,1337565
38998,38998,97905435
38998,20358,3287760
38998,38998,705582031
38998,10398,1337565
38998,38998,120592293
38998,35506,1071052
38998,38998,98620331
38998,27515,4391314
38998,38998,253279953
38998,7319,1957000
38998,38998,55707976
38998,44687,1337565
38998,38998,151805276
